title,latLong,placename,postcode,description
"Plaquemine Lock, London: ‘A celebration of the food of Louisiana’ – restaurant review","51.532589,-0.100323","Plaquemine Lock","N1 8LB","Plaquemine Lock, London: ‘A celebration of the food of Louisiana’ – restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/jul/23/plaquemine-lock-a-celebration-of-the-food-of-louisiana-restaurant-review"
"The Garden Café, London: 'A lovely new space' – restaurant review","51.495049,-0.120195","The Garden Café","SE1 7LB","The Garden Café, London: 'A lovely new space' – restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/jul/16/the-garden-cafe-london-restaurant-review"
"Roth Bar & Grill, Bruton: restaurant review","51.109772,-2.448898","Roth Bar & Grill","BA10 0NL","Roth Bar & Grill, Bruton: restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/jul/09/jay-rayner-roth-bar-and-grill-restaurant-review"
"El Pastór, London: restaurant review","51.505108,-0.091074","El Pastor","SE1 9AA","El Pastór, London: restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/jul/02/el-pastor-london-restaurant-review"
"The Cat’s Pyjamas, Leeds: restaurant review","53.798957,-1.538475","The Cat’s Pyjamas","LS2 7LY","The Cat’s Pyjamas, Leeds: restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/jun/18/the-cats-pyjamas-restaurant-review"
"Westerns Laundry, London: restaurant review","51.551432,-0.107788","Westerns Laundry","N5 1PB","Westerns Laundry, London: restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/jun/11/westerns-laundry-london-restaurant-review"
"Zobler’s Delicatessen, London: restaurant review","51.513633,-0.08942","Zobler’s Delicatessen","EC2R 8BP","Zobler’s Delicatessen, London: restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/jun/04/zoblers-delicatessen-london-restaurant-review"
"The Test Kitchen, London - restaurant review","51.513716,-0.13202","The Test Kitchen","W1D 4SL","The Test Kitchen, London - restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/may/28/the-test-kitchen-london-restaurant-review-jay-rayner"
"Plot, London: restaurant review","51.428147,-0.166429","Plot","SW17 0RL","Plot, London: restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/may/21/plot-london-restaurant-review-jay-rayner"
"Radici, London: restaurant review","51.539744,-0.103079","Radici","N1 1AD","Radici, London: restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/may/14/radici-london-restaurant-review-jay-rayner"
"London Shell Co, Paddington: restaurant review","51.519548,-0.17964","London Shell Co","W2 6EP","London Shell Co, Paddington: restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/may/07/london-shell-co-paddington-restaurant-review"
"Koj, Cheltenham: restaurant review","51.899543,-2.075201","Koj","GL50 1HE","Koj, Cheltenham: restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/apr/30/koj-cheltenham-jay-rayner-restaurant-review"
"Claude Bosi at Bibendum: restaurant review","51.493078,-0.168407","81 Fulham Road","SW3 6RD","Claude Bosi at Bibendum: restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/apr/23/claude-bosi-at-bibendum-london-restaurant-review-jay-rayner"
"Box-E, Bristol: restaurant review","51.446974,-2.599118","Box-E","BS1 6WP","Box-E, Bristol: restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/apr/16/box-e-bristol-restaurant-review-jay-rayner"
"The Other Naughty Piglet, London: restaurant review","51.49871,-0.142261","The Other Naughty Piglet","SW1E 5JA","The Other Naughty Piglet, London: restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/apr/02/the-other-naughty-piglet-london-restaurant-review"
"Wilsons, Bristol: restaurant review","51.46796,-2.604704","Wilsons","BS6 6PF","Wilsons, Bristol: restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/mar/26/wilsons-bristol-restaurant-review"
"The Peach Tree and Momo-No-Ki, Shrewsbury: restaurant review","52.70753,-2.744992","The Peach Tree and Momo-No-Ki","SY2 6AE","The Peach Tree and Momo-No-Ki, Shrewsbury: restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/mar/19/the-peach-tree-and-the-momo-no-ki-shrewsbury-restaurant-review"
"Skosh, York: restaurant review","53.956621,-1.090264","98 Micklegate","YO1 6JX","Skosh, York: restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/mar/05/skosh-york-restaurant-review"
"Bundobust, Manchester: restaurant review","53.481009,-2.234755","Bundobust","M1 2AQ","Bundobust, Manchester: restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/feb/26/bundobust-manchester-restaurant-review"
"Chop Chop, Edinburgh: restaurant review","55.946375,-3.215489","Chop Chop","EH3 8DT","Chop Chop, Edinburgh: restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/feb/19/chop-chop-edinburgh-restaurant-review"
"The Salt Room, Brighton: restaurant review","50.821685,-0.148783","The Salt Room","BN1 2FU","The Salt Room, Brighton: restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/feb/12/the-salt-room-brighton-restaurant-review"
"Louie Louie, London: restaurant review","51.485746,-0.093744","Louie Louie","SE17 2AL","Louie Louie, London: restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/feb/05/louis-louis-london-restaurant-review"
"108 Garage, London: restaurant review","51.521806,-0.208941","108 Garage","W10 5PS","108 Garage, London: restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/jan/29/108-garage-london-restaurant-review-jay-rayner"
"Tandoor Chop House, London: restaurant review","51.509049,-0.125715","Tandoor Chop House","WC2N 4HZ","Tandoor Chop House, London: restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/jan/22/tandoor-chop-house-london-restaurant-review-jay-rayner"
"Jihwaja, London: restaurant review","51.486203,-0.119346","Jihwaja","SE11 5QY","Jihwaja, London: restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/jan/15/jihwaja-london-restaurant--review-jay-rayner"
"Aquavit, London: restaurant review","51.50883,-0.133405","Aquavit","SW1Y 4QQ","Aquavit, London: restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/jan/08/aquavit-restaurant-review-jay-rayner"
"The Holy Birds, London: restaurant review","51.516755,-0.076753","The Holy Birds","E1 7EZ","The Holy Birds, London: restaurant review<br>https://www.theguardian.com/lifeandstyle/2017/jan/01/the-holy-birds-london-restaurant-review"
"Veneta, London: restaurant review","51.509146,-0.132873","Veneta","SW1Y 4RJ","Veneta, London: restaurant review<br>https://www.theguardian.com/lifeandstyle/2016/dec/18/veneta-london-restaurant-review-2016-highlights"
"Sambal Shiok, London: restaurant review","51.583935,-0.10029","Sambal Shiok (inside Blend )","N8 0RG","Sambal Shiok, London: restaurant review<br>https://www.theguardian.com/lifeandstyle/2016/dec/04/sambal-shiok-london-restaurant-review-jay-rayner"
"Yosma, London: restaurant review","51.518749,-0.155668","Yosma","W1U 7BT","Yosma, London: restaurant review<br>https://www.theguardian.com/lifeandstyle/2016/nov/20/yosma-london-restaurant-review"
"Margot, London: restaurant review","51.515139,-0.121876","Margot","WC2B 5AA","Margot, London: restaurant review<br>https://www.theguardian.com/lifeandstyle/2016/nov/13/margot-london-restaurant-review-jay-rayner"
"Jaya, Llandudno: restaurant review","53.324505,-3.839605","Jaya","LL30 2HN","Jaya, Llandudno: restaurant review<br>https://www.theguardian.com/lifeandstyle/2016/nov/06/jaya-llandudno-restaurant-review-jay-rayner"
"Foley’s: restaurant review","51.519363,-0.14048","Foley’s","W1W 6DU","Foley’s: restaurant review<br>https://www.theguardian.com/lifeandstyle/2016/oct/23/foleys-restaurant-review-jay-rayner"
"Mercato Metropolitano: restaurant review","51.498456,-0.098372","Mercato Metropolitano","SE1 6DR","Mercato Metropolitano: restaurant review<br>https://www.theguardian.com/lifeandstyle/2016/oct/16/mercato-metropolitano-restaurant-review-jay-rayner"
"Gino D’Acampo - My Restaurant: restaurant review","51.528664,-0.133296","Gino D’Acampo: My Restaurant","NW1 2DU","Gino D’Acampo - My Restaurant: restaurant review<br>https://www.theguardian.com/lifeandstyle/2016/oct/09/gino-dacampo-my-restaurant-review-jay-rayner"
"The Bull and Ram: restaurant review","54.400286,-5.898877","The Bull & Ram","BT24 8AG","The Bull and Ram: restaurant review<br>https://www.theguardian.com/lifeandstyle/2016/oct/02/the-bull-and-ram-county-down-restaurant-review"
"Umezushi: Manchester restaurant review","53.487763,-2.246034","Umezushi","M3 1PJ","Umezushi: Manchester restaurant review<br>https://www.theguardian.com/lifeandstyle/2016/sep/25/umezushi-restaurant-review"
"Som Saa: restaurant review","51.517646,-0.074078","Som Saa","E1 6BD","Som Saa: restaurant review<br>https://www.theguardian.com/lifeandstyle/2016/sep/18/som-saa-restaurant-review-jay-rayner"
"Clipstone: London restaurant review","51.520811,-0.142209","Clipstone","W1W 6BB","Clipstone: London restaurant review<br>https://www.theguardian.com/lifeandstyle/2016/sep/11/clipstone-restaurant-review-jay-rayner"
"Hantverk & Found: restaurant review","51.389881,1.382553","Hantverk & Found","CT9 1DA","Hantverk & Found: restaurant review<br>https://www.theguardian.com/lifeandstyle/2016/sep/04/hantverk-and-found-margate-restaurant-review"
"The Classroom: restaurant review","51.470297,-3.173893","The Classroom","CF10 5FE","The Classroom: restaurant review<br>https://www.theguardian.com/lifeandstyle/2016/aug/28/the-classroom-cardiff-restaurant-review"
"The Good Egg: restaurant review","51.562063,-0.078201","The Good Egg","N16 0AS","The Good Egg: restaurant review<br>https://www.theguardian.com/lifeandstyle/2016/aug/21/the-good-egg-london-restaurant-review-jay-rayner"
"Chriskitch Hoxton: restaurant review","51.52717,-0.083001","Chriskitch Hoxton","N1 6HG","Chriskitch Hoxton: restaurant review<br>https://www.theguardian.com/lifeandstyle/2016/aug/14/chriskitch-hoxton-london-restaurant-review"
"On Café, London: restaurant review","51.46121,-0.136079","On Café","SW4 7EE","On Café, London: restaurant review<br>https://www.theguardian.com/lifeandstyle/2016/aug/07/on-cafe-london-restaurant-review-jay-rayner"
"The Woodspeen, Berkshire: restaurant review","51.415392,-1.352078","The Woodspeen","RG20 8BN","The Woodspeen, Berkshire: restaurant review<br>https://www.theguardian.com/lifeandstyle/2016/jul/31/the-woodspeen-berkshire-restaurant-review-jay-rayner"
"The Astor Grill at Cliveden House, Berkshire: restaurant review","51.558194,-0.688303","The Astor Grill at Cliveden House","SL6 0JF","The Astor Grill at Cliveden House, Berkshire: restaurant review<br>https://www.theguardian.com/lifeandstyle/2016/jul/24/the-astor-grill-at-cliveden-house-berkshire-restaurant-review-jay-rayner"
"Petit Pois Bistro: restaurant review","51.52778,-0.081822","Petit Pois Bistro","N1 6NU","Petit Pois Bistro: restaurant review<br>https://www.theguardian.com/lifeandstyle/2016/jul/17/petit-pois-bistro-restaurant-review-jay-rayner"
"Blandford Comptoir, London: restaurant review","51.518204,-0.151914","Blandford Comptoir","W1U 3DA","Blandford Comptoir, London: restaurant review<br>https://www.theguardian.com/lifeandstyle/2016/jul/10/blandford-comptoir-london-restaurant-review"
"Santo Remedio, London: restaurant review","51.525998,-0.082271","22 Rivington Street","EC2A 3DY","Santo Remedio, London: restaurant review<br>https://www.theguardian.com/lifeandstyle/2016/jul/03/santo-remedio-restaurant-review-london-jay-rayner"
"Flank at the Cow, Brighton: restaurant review","50.829884,-0.147267","Flank at the Cow","BN1 3JE","Flank at the Cow, Brighton: restaurant review<br>https://www.theguardian.com/lifeandstyle/2016/jun/26/flank-at-the-cow-brighton-restaurant-review-jay-rayner"
"Corkage: restaurant review","51.387579,-2.358762","Corkage","BA1 5BG","Corkage: restaurant review<br>https://www.theguardian.com/lifeandstyle/2016/jun/12/corkage-bath-restaurant-review-jay-rayner"
"Theo’s Simple Italian, London: restaurant review","51.492064,-0.191794","Theo’s Simple Italian","SW5 0EW","Theo’s Simple Italian, London: restaurant review<br>https://www.theguardian.com/lifeandstyle/2016/jun/05/theos-simple-italian-restaurant-review"
"Mannings, Truro: restaurant review","50.262782,-5.051328","Mannings Hotel","TR1 2QB","Mannings, Truro: restaurant review<br>https://www.theguardian.com/lifeandstyle/2016/may/15/mannings-truro-restaurant-review-jay-rayner"
"The Sichuan, London: restaurant review","51.522091,-0.087426","The Sichuan","EC1Y 2AA","The Sichuan, London: restaurant review<br>https://www.theguardian.com/lifeandstyle/2016/may/08/the-sichuan-london-restaurant-review"
"Savini at Criterion: restaurant review","51.509774,-0.13404","Savini at Criterion","W1J 9HP","Savini at Criterion: restaurant review<br>https://www.theguardian.com/lifeandstyle/2016/apr/24/savini-at-criterion-restaurant-review-london-jay-rayner"
